business_id,monthly_cash_flow_sar,business_age_months
BIZ-000931,22159.39,50
BIZ-000932,34486.53,136
BIZ-000933,70636.87,17
BIZ-000934,114392.87,71
BIZ-000935,30020.03,138
BIZ-000936,39717.49,117
BIZ-000937,6968.36,225
BIZ-000938,20173.46,147
BIZ-000939,56403.67,99
BIZ-000940,52363.69,102
BIZ-000941,27217.34,147
BIZ-000942,53444.23,190
BIZ-000943,35981.73,67
BIZ-000944,73152.84,140
BIZ-000945,29417.92,138
BIZ-000946,15433.59,3
BIZ-000947,30817.6,219
BIZ-000948,1175.45,137
BIZ-000949,32302.04,58
BIZ-000950,573.4,152
BIZ-000951,3930.56,162
BIZ-000952,34605.52,219
BIZ-000953,35508.57,9
BIZ-000954,6888.24,99
BIZ-000955,10806.44,44
BIZ-000956,86728.77,138
BIZ-000957,13574.79,120
BIZ-000958,207506.99,114
BIZ-000959,21984.22,235
BIZ-000960,33124.76,128
BIZ-000961,110954.38,99
BIZ-000962,25110.14,17
BIZ-000963,8084.11,70
BIZ-000964,19737.44,215
BIZ-000965,21255.89,108
BIZ-000966,5626.59,218
BIZ-000967,17054.48,128
BIZ-000968,10486.12,131
BIZ-000969,55512.18,103
BIZ-000970,22802.19,134
BIZ-000971,16600.77,16
BIZ-000972,19807.54,14
BIZ-000973,27532.49,114
BIZ-000974,40815.38,143
BIZ-000975,8105.42,132
BIZ-000976,7773.01,103
BIZ-000977,66481.51,71
BIZ-000978,14583.75,170
BIZ-000979,5340.95,145
BIZ-000980,34331.3,12
BIZ-000981,35009.33,109
BIZ-000982,4766.11,170
BIZ-000983,27708.15,188
BIZ-000984,45962.59,69
BIZ-000985,32028.66,222
BIZ-000986,41439.15,156
BIZ-000987,5408.52,105
BIZ-000988,30670.0,150
BIZ-000989,16274.91,209
BIZ-000990,13591.64,55
BIZ-000991,52604.43,36
BIZ-000992,96690.89,106
BIZ-000993,132504.26,21
BIZ-000994,82027.34,200
BIZ-000995,19737.31,232
BIZ-000996,31342.18,145
BIZ-000997,47421.11,235
BIZ-000998,24864.04,17
BIZ-000999,25103.54,152
BIZ-001000,50199.14,106
BIZ-001001,20758.63,67
BIZ-001002,10622.32,75
BIZ-001003,14552.63,131
BIZ-001004,41519.16,154
BIZ-001005,22092.5,40
BIZ-001006,30952.53,147
BIZ-001007,43048.35,222
BIZ-001008,15140.95,3
BIZ-001009,46922.29,210
BIZ-001010,32171.7,146
BIZ-001011,6407.26,82
BIZ-001012,93181.53,176
BIZ-001013,13349.78,148
BIZ-001014,4208.68,184
BIZ-001015,7746.19,20
BIZ-001016,7934.34,15
BIZ-001017,23206.17,154
BIZ-001018,16749.93,73
BIZ-001019,15727.53,57
BIZ-001020,40933.41,101
BIZ-001021,30942.17,174
BIZ-001022,30213.61,43
BIZ-001023,33184.18,233
BIZ-001024,40787.65,101
BIZ-001025,2675.92,36
BIZ-001026,15299.29,17
BIZ-001027,2489.38,205
BIZ-001028,22835.23,28
BIZ-001029,21924.65,101
BIZ-001030,62663.37,160
BIZ-001031,72231.71,123
BIZ-001032,26977.95,63
BIZ-001033,13354.9,26
BIZ-001034,35780.6,171
BIZ-001035,12991.91,118
BIZ-001036,21995.81,12
BIZ-001037,59049.79,44
BIZ-001038,12609.79,135
BIZ-001039,49299.96,41
BIZ-001040,43364.71,94
BIZ-001041,8477.82,30
BIZ-001042,58331.3,191
BIZ-001043,44292.31,151
BIZ-001044,24389.94,188
BIZ-001045,10277.13,13
BIZ-001046,9328.17,90
BIZ-001047,12865.92,64
BIZ-001048,37895.76,149
BIZ-001049,8470.75,197
BIZ-001050,34115.68,55
BIZ-001051,6362.93,184
BIZ-001052,17960.52,139
BIZ-001053,24579.0,197
BIZ-001054,254010.31,20
BIZ-001055,5556.28,237
BIZ-001056,95991.47,104
BIZ-001057,25587.07,67
BIZ-001058,33228.79,44
BIZ-001059,24793.78,236
BIZ-001060,34362.7,212
BIZ-001061,18888.62,32
BIZ-001062,94282.43,107
BIZ-001063,13954.1,176
BIZ-001064,68338.91,142
BIZ-001065,11563.78,46
BIZ-001066,20738.52,87
BIZ-001067,7540.45,88
BIZ-001068,34718.35,70
BIZ-001069,93444.78,230
BIZ-001070,20386.82,49
BIZ-001071,18089.99,169
BIZ-001072,7225.58,218
BIZ-001073,17513.15,190
BIZ-001074,4479.23,192
BIZ-001075,8840.71,38
BIZ-001076,27633.55,32
BIZ-001077,82373.02,188
BIZ-001078,365569.2,179
BIZ-001079,12251.64,178
BIZ-001080,92531.11,101
BIZ-001081,28106.4,126
BIZ-001082,18934.72,4
BIZ-001083,33948.31,70
BIZ-001084,23433.37,127
BIZ-001085,24597.39,31
BIZ-001086,14642.26,32
BIZ-001087,5441.94,11
BIZ-001088,4704.97,51
BIZ-001089,42329.73,238
BIZ-001090,16702.27,167
BIZ-001091,12135.75,227
BIZ-001092,22214.61,62
BIZ-001093,48773.0,144
BIZ-001094,26380.07,214
BIZ-001095,11429.41,85
BIZ-001096,75078.76,158
BIZ-001097,106850.45,166
BIZ-001098,36118.36,199
BIZ-001099,58317.85,232
BIZ-001100,76264.28,148
BIZ-001101,68193.14,140
BIZ-001102,40704.71,208
BIZ-001103,40068.55,164
BIZ-001104,37036.55,87
BIZ-001105,7351.52,151
BIZ-001106,44387.94,132
BIZ-001107,5677.04,55
BIZ-001108,9950.72,124
BIZ-001109,81110.29,150
BIZ-001110,51032.61,217
BIZ-001111,97479.59,139
BIZ-001112,16786.42,40
BIZ-001113,6958.72,237
BIZ-001114,17319.06,139
BIZ-001115,24392.51,69
BIZ-001116,23836.87,181
BIZ-001117,68437.79,92
BIZ-001118,15347.83,89
BIZ-001119,31320.7,201
BIZ-001120,8195.77,208
BIZ-001121,34555.34,126
BIZ-001122,22095.04,90
BIZ-001123,10406.51,207
BIZ-001124,17399.05,42
BIZ-001125,18321.39,179
BIZ-001126,16811.94,140
BIZ-001127,129487.71,205
BIZ-001128,19961.37,101
BIZ-001129,17259.26,199
BIZ-001130,2704.17,4
BIZ-001131,9007.32,182
BIZ-001132,16931.42,17
BIZ-001133,11093.86,154
BIZ-001134,87702.67,47
BIZ-001135,18677.26,231
BIZ-001136,79893.06,184
BIZ-001137,23428.41,26
BIZ-001138,22861.92,214
BIZ-001139,20154.92,61
BIZ-001140,22110.24,131
BIZ-001141,122859.29,21
BIZ-001142,2165.46,26
BIZ-001143,2976.35,58
BIZ-001144,12795.25,128
BIZ-001145,22348.8,130
BIZ-001146,43919.09,205
BIZ-001147,35351.19,40
BIZ-001148,14999.23,180
BIZ-001149,61025.29,2
BIZ-001150,61709.64,70
BIZ-001151,26477.69,42
BIZ-001152,57679.53,30
BIZ-001153,28930.31,140
BIZ-001154,12563.07,216
BIZ-001155,44259.12,160
BIZ-001156,24602.74,205
BIZ-001157,22056.0,142
BIZ-001158,96081.64,13
BIZ-001159,1899.09,83
BIZ-001160,5336.45,197
BIZ-001161,6720.58,11
BIZ-001162,15317.32,24
BIZ-001163,17075.36,200
BIZ-001164,4878.9,16
BIZ-001165,8224.25,230
BIZ-001166,9312.92,182
BIZ-001167,257152.38,159
BIZ-001168,133484.67,129
BIZ-001169,14592.32,22
BIZ-001170,15312.38,100
BIZ-001171,6979.94,194
BIZ-001172,3267.79,217
BIZ-001173,19596.77,107
BIZ-001174,8120.51,201
BIZ-001175,20234.6,186
BIZ-001176,4446.15,14
BIZ-001177,10280.72,149
BIZ-001178,25555.99,148
BIZ-001179,31767.84,130
BIZ-001180,33438.79,185
BIZ-001181,5881.17,213
BIZ-001182,51776.19,132
BIZ-001183,9895.03,77
BIZ-001184,41475.49,235
BIZ-001185,21793.38,231
BIZ-001186,5561.44,164
BIZ-001187,16055.43,154
BIZ-001188,31740.98,25
BIZ-001189,40658.59,96
BIZ-001190,19129.98,48
BIZ-001191,101903.23,124
BIZ-001192,60325.54,198
BIZ-001193,17040.46,54
BIZ-001194,46635.71,239
BIZ-001195,152328.32,31
BIZ-001196,156448.88,24
BIZ-001197,6451.06,233
BIZ-001198,8720.81,24
BIZ-001199,97238.19,176
BIZ-001200,7644.33,183
BIZ-001201,5869.11,79
BIZ-001202,13545.45,16
BIZ-001203,33531.04,74
BIZ-001204,19882.66,17
BIZ-001205,11492.34,161
BIZ-001206,11223.75,213
BIZ-001207,10803.91,239
BIZ-001208,9140.68,192
BIZ-001209,215697.64,186
BIZ-001210,29658.71,211
BIZ-001211,53463.75,184
BIZ-001212,13506.45,156
BIZ-001213,18288.79,239
BIZ-001214,10790.77,78
BIZ-001215,1553.54,99
BIZ-001216,5552.43,217
BIZ-001217,3602.49,75
BIZ-001218,2322.07,72
BIZ-001219,6665.11,37
BIZ-001220,82863.97,66
BIZ-001221,21069.12,142
BIZ-001222,80062.57,212
BIZ-001223,33222.5,33
BIZ-001224,48173.23,163
BIZ-001225,8947.26,184
BIZ-001226,37195.79,215
BIZ-001227,45647.96,180
BIZ-001228,12374.0,38
BIZ-001229,38543.41,117
BIZ-001230,38800.47,228
BIZ-001231,12713.85,218
BIZ-001232,7166.92,147
BIZ-001233,6740.38,231
BIZ-001234,24016.72,160
BIZ-001235,30546.64,16
BIZ-001236,9971.38,219
BIZ-001237,22619.9,41
BIZ-001238,38969.6,91
BIZ-001239,40871.6,57
BIZ-001240,103972.33,172
BIZ-001241,78982.44,8
BIZ-001242,8092.63,154
BIZ-001243,118608.83,207
BIZ-001244,12952.23,189
BIZ-001245,62622.06,74
BIZ-001246,23576.05,215
BIZ-001247,14586.48,87
BIZ-001248,3613.03,163
BIZ-001249,18553.9,122
BIZ-001250,4631.41,17
BIZ-001251,57947.88,1
BIZ-001252,100387.47,44
BIZ-001253,9927.75,224
BIZ-001254,29791.27,229
BIZ-001255,10663.78,99
BIZ-001256,11748.9,232
BIZ-001257,47786.32,12
BIZ-001258,21193.75,232
BIZ-001259,125448.18,56
BIZ-001260,13599.22,9
BIZ-001261,59834.42,182
BIZ-001262,24280.13,92
BIZ-001263,48814.27,70
BIZ-001264,14084.67,182
BIZ-001265,20961.47,80
BIZ-001266,19623.85,180
BIZ-001267,9546.62,47
BIZ-001268,42705.44,21
BIZ-001269,42203.1,78
BIZ-001270,39876.99,146
BIZ-001271,102433.15,54
BIZ-001272,93839.84,35
BIZ-001273,15139.39,180
BIZ-001274,31985.96,118
BIZ-001275,11806.43,104
BIZ-001276,22546.96,58
BIZ-001277,12091.41,5
BIZ-001278,111309.55,13
BIZ-001279,31688.15,163
BIZ-001280,17711.53,20
BIZ-001281,72665.25,60
BIZ-001282,2513.38,218
BIZ-001283,2939.21,83
BIZ-001284,48817.23,178
BIZ-001285,23399.47,83
BIZ-001286,28295.17,223
BIZ-001287,5846.53,197
BIZ-001288,21520.61,113
BIZ-001289,163326.97,164
BIZ-001290,50221.56,99
BIZ-001291,26100.42,226
BIZ-001292,14199.27,86
BIZ-001293,14845.13,200
BIZ-001294,2619.67,148
BIZ-001295,28499.46,154
BIZ-001296,51301.9,85
BIZ-001297,4556.82,200
BIZ-001298,11368.29,179
BIZ-001299,6922.52,195
BIZ-001300,8388.77,192
BIZ-001301,23236.55,38
BIZ-001302,2739.68,210
BIZ-001303,40711.69,202
BIZ-001304,46810.14,59
BIZ-001305,17135.33,235
BIZ-001306,1843.26,126
BIZ-001307,8132.16,77
BIZ-001308,75576.6,54
BIZ-001309,1369.23,88
BIZ-001310,15560.28,9
BIZ-001311,6768.26,166
BIZ-001312,49245.35,170
BIZ-001313,11213.64,160
BIZ-001314,32989.81,132
BIZ-001315,38772.26,87
BIZ-001316,138168.03,174
BIZ-001317,17980.77,209
BIZ-001318,32081.81,21
BIZ-001319,4988.77,92
BIZ-001320,72432.73,238
BIZ-001321,10295.8,207
BIZ-001322,12572.23,238
BIZ-001323,21541.84,44
BIZ-001324,4615.22,112
BIZ-001325,27688.43,32
BIZ-001326,57957.56,207
BIZ-001327,29523.26,124
BIZ-001328,4496.72,59
BIZ-001329,19461.45,22
BIZ-001330,46259.81,177
BIZ-001331,3367.79,195
BIZ-001332,7519.34,211
BIZ-001333,52920.37,233
BIZ-001334,28856.64,195
BIZ-001335,33255.37,188
BIZ-001336,141420.76,195
BIZ-001337,35191.25,239
BIZ-001338,42526.73,111
BIZ-001339,331288.72,182
BIZ-001340,17786.51,196
BIZ-001341,9918.11,28
BIZ-001342,33785.82,166
BIZ-001343,34166.16,81
BIZ-001344,13007.54,32
BIZ-001345,7844.77,41
BIZ-001346,221869.45,28
BIZ-001347,30541.55,215
BIZ-001348,10590.52,185
BIZ-001349,55046.32,25
BIZ-001350,19748.94,150
BIZ-001351,17104.87,158
BIZ-001352,38648.87,125
BIZ-001353,6051.84,145
BIZ-001354,31339.27,217
BIZ-001355,149186.85,125
BIZ-001356,35107.77,158
BIZ-001357,15120.22,137
BIZ-001358,13265.14,95
BIZ-001359,14612.9,213
BIZ-001360,17086.39,99
BIZ-001361,15096.13,192
BIZ-001362,55067.3,145
BIZ-001363,3892.44,164
BIZ-001364,52156.29,182
BIZ-001365,15067.77,176
BIZ-001366,32110.8,135
BIZ-001367,7136.75,148
BIZ-001368,83169.09,122
BIZ-001369,76545.07,82
BIZ-001370,57502.89,174
BIZ-001371,4842.78,211
BIZ-001372,50469.33,169
BIZ-001373,33019.55,185
BIZ-001374,4423.69,199
BIZ-001375,21497.73,88
BIZ-001376,31714.67,15
BIZ-001377,38410.08,81
BIZ-001378,26298.35,181
BIZ-001379,29473.05,195
BIZ-001380,96144.87,123
BIZ-001381,75059.31,187
BIZ-001382,1252.56,18
BIZ-001383,16035.52,154
BIZ-001384,18682.62,163
BIZ-001385,3819.6,122
BIZ-001386,24201.82,172
BIZ-001387,76784.48,118
BIZ-001388,7431.12,126
BIZ-001389,30834.85,145
BIZ-001390,8814.7,190
BIZ-001391,11249.6,60
BIZ-001392,96509.2,72
BIZ-001393,12803.09,101
BIZ-001394,34968.83,49
BIZ-001395,3390.67,80
BIZ-001396,141820.52,84
BIZ-001397,40241.43,76
BIZ-001398,18352.12,99
BIZ-001399,39165.3,121
BIZ-001400,5378.58,167
BIZ-001401,71864.0,73
BIZ-001402,15930.89,203
BIZ-001403,17960.51,115
BIZ-001404,13471.67,173
BIZ-001405,12324.55,28
BIZ-001406,44120.09,42
BIZ-001407,28450.1,109
BIZ-001408,42266.42,88
BIZ-001409,21833.6,119
BIZ-001410,36798.04,38
BIZ-001411,14489.09,114
BIZ-001412,204788.26,165
BIZ-001413,4591.99,175
BIZ-001414,77725.4,60
BIZ-001415,86500.67,83
BIZ-001416,9394.14,126
BIZ-001417,204694.44,124
BIZ-001418,59604.73,190
BIZ-001419,58170.81,94
BIZ-001420,22652.42,161
BIZ-001421,17725.75,212
BIZ-001422,17864.86,72
BIZ-001423,32549.93,197
BIZ-001424,89427.75,80
BIZ-001425,26405.15,80
BIZ-001426,8853.4,157
BIZ-001427,50232.98,149
BIZ-001428,55334.44,132
BIZ-001429,42389.65,56
BIZ-001430,46420.61,24
BIZ-001431,16798.95,218
BIZ-001432,8699.41,209
BIZ-001433,9244.71,212
BIZ-001434,4292.12,123
BIZ-001435,27915.81,212
BIZ-001436,20262.99,114
BIZ-001437,14186.02,19
BIZ-001438,1146.4,48
BIZ-001439,6327.64,66
BIZ-001440,67564.68,91
BIZ-001441,11331.87,225
BIZ-001442,31589.87,80
BIZ-001443,5482.49,147
BIZ-001444,92846.74,65
BIZ-001445,19071.92,154
BIZ-001446,29437.96,136
BIZ-001447,225433.34,36
BIZ-001448,100352.08,111
BIZ-001449,16210.82,26
BIZ-001450,12170.62,213
BIZ-001451,15906.05,169
BIZ-001452,36676.75,225
BIZ-001453,19826.52,210
BIZ-001454,14835.17,53
BIZ-001455,95528.63,170
BIZ-001456,19649.16,24
BIZ-001457,219605.73,230
BIZ-001458,24118.7,188
BIZ-001459,131310.29,163
BIZ-001460,31486.67,238
BIZ-001461,57697.01,203
BIZ-001462,10672.11,207
BIZ-001463,9379.12,24
BIZ-001464,34881.29,6
BIZ-001465,59192.68,230
BIZ-001466,22931.26,61
BIZ-001467,6085.15,102
BIZ-001468,5651.87,11
BIZ-001469,5286.25,149
BIZ-001470,3760.77,197
BIZ-001471,24575.01,202
BIZ-001472,67849.27,139
BIZ-001473,21732.94,159
BIZ-001474,2297.52,123
BIZ-001475,18201.14,107
BIZ-001476,18717.25,133
BIZ-001477,179153.59,224
BIZ-001478,5130.01,61
BIZ-001479,14903.07,113
BIZ-001480,121279.45,144
BIZ-001481,34543.63,137
BIZ-001482,38689.1,8
BIZ-001483,24700.64,69
BIZ-001484,30636.38,155
BIZ-001485,47935.4,166
BIZ-001486,9803.69,176
BIZ-001487,53000.6,237
BIZ-001488,5580.3,161
BIZ-001489,30588.15,139
BIZ-001490,26337.29,80
BIZ-001491,11893.02,89
BIZ-001492,21532.41,198
BIZ-001493,11818.95,113
BIZ-001494,7542.42,172
BIZ-001495,15465.78,30
BIZ-001496,7302.79,31
BIZ-001497,30418.23,52
BIZ-001498,6973.79,47
BIZ-001499,44890.3,146
BIZ-001500,6758.26,153
BIZ-001501,12502.76,134
BIZ-001502,11794.59,70
BIZ-001503,82879.81,138
BIZ-001504,30647.0,29
BIZ-001505,17823.38,114
BIZ-001506,36269.03,38
BIZ-001507,2677.95,19
BIZ-001508,21096.58,40
BIZ-001509,162350.71,27
BIZ-001510,25143.29,115
BIZ-001511,23574.32,131
BIZ-001512,38106.05,146
BIZ-001513,53938.79,106
BIZ-001514,2988.52,43
BIZ-001515,4095.62,5
BIZ-001516,27181.48,171
BIZ-001517,10776.5,235
BIZ-001518,81799.41,68
BIZ-001519,16071.87,49
BIZ-001520,3182.65,75
BIZ-001521,6198.03,52
BIZ-001522,1408.56,54
BIZ-001523,17428.72,119
BIZ-001524,18244.44,188
BIZ-001525,14407.98,171
BIZ-001526,64788.22,230
BIZ-001527,73022.28,86
BIZ-001528,18575.74,118
BIZ-001529,2605.31,91
BIZ-001530,40834.46,11
BIZ-001531,38382.63,93
BIZ-001532,30013.17,63
BIZ-001533,58775.46,115
BIZ-001534,6871.74,38
BIZ-001535,164186.03,178
BIZ-001536,8438.6,202
BIZ-001537,46593.81,230
BIZ-001538,4075.11,21
BIZ-001539,8688.32,29
BIZ-001540,100344.91,231
BIZ-001541,16968.27,203
BIZ-001542,51017.43,141
BIZ-001543,27916.0,77
BIZ-001544,19831.8,124
BIZ-001545,86150.44,129
BIZ-001546,17384.62,203
BIZ-001547,3711.76,127
BIZ-001548,9865.11,7
BIZ-001549,38222.96,168
BIZ-001550,32712.39,186
BIZ-001551,4596.0,72
BIZ-001552,10674.97,28
BIZ-001553,12311.37,34
BIZ-001554,15283.52,201
BIZ-001555,5564.08,107
BIZ-001556,11750.24,127
BIZ-001557,10629.51,230
BIZ-001558,47645.01,15
BIZ-001559,49469.98,50
BIZ-001560,19037.95,200
BIZ-001561,14882.78,130
BIZ-001562,25334.55,7
BIZ-001563,9734.44,168
BIZ-001564,6996.52,34
BIZ-001565,8602.25,187
BIZ-001566,11674.79,191
BIZ-001567,6881.05,198
BIZ-001568,25901.59,112
BIZ-001569,45693.7,65
BIZ-001570,4504.81,211
BIZ-001571,22586.98,134
BIZ-001572,17677.79,152
BIZ-001573,30992.75,33
BIZ-001574,21743.31,150
BIZ-001575,5148.19,139
BIZ-001576,6232.99,70
BIZ-001577,22684.19,184
BIZ-001578,61622.41,32
BIZ-001579,2406.22,172
BIZ-001580,31123.75,230
BIZ-001581,72375.42,136
BIZ-001582,18901.08,26
BIZ-001583,38185.17,133
BIZ-001584,10904.5,127
BIZ-001585,19548.11,132
BIZ-001586,4355.03,66
BIZ-001587,2112.56,150
BIZ-001588,56543.52,64
BIZ-001589,8225.59,134
BIZ-001590,13967.27,143
BIZ-001591,5505.8,155
BIZ-001592,5377.78,191
BIZ-001593,18511.78,211
BIZ-001594,10619.24,186
BIZ-001595,32143.68,191
BIZ-001596,34632.17,208
BIZ-001597,30359.04,58
BIZ-001598,27961.97,71
BIZ-001599,106699.12,128
BIZ-001600,7573.47,112
BIZ-001601,20849.08,168
BIZ-001602,68370.03,3
BIZ-001603,78005.91,34
BIZ-001604,5314.72,179
BIZ-001605,16117.24,197
BIZ-001606,85658.27,73
BIZ-001607,36610.09,75
BIZ-001608,26776.05,135
BIZ-001609,17717.63,115
BIZ-001610,15005.91,41
BIZ-001611,29384.4,120
BIZ-001612,17113.55,196
BIZ-001613,21108.3,175
BIZ-001614,23827.57,196
BIZ-001615,11180.52,154
BIZ-001616,37501.24,210
BIZ-001617,406055.3,60
BIZ-001618,3725.71,11
BIZ-001619,30455.22,28
BIZ-001620,10299.08,238
BIZ-001621,39238.06,154
BIZ-001622,23076.21,60
BIZ-001623,47186.11,205
BIZ-001624,71360.99,74
BIZ-001625,26700.06,143
BIZ-001626,68326.45,60
BIZ-001627,2112.66,23
BIZ-001628,108061.12,64
BIZ-001629,32050.31,55
BIZ-001630,64721.15,133
BIZ-001631,6503.69,5
BIZ-001632,9597.23,58
BIZ-001633,25487.37,136
BIZ-001634,21654.36,95
BIZ-001635,29233.44,152
BIZ-001636,65154.4,157
BIZ-001637,3769.81,231
BIZ-001638,58326.92,200
BIZ-001639,22209.64,55
BIZ-001640,17965.67,166
BIZ-001641,5058.8,150
BIZ-001642,36426.39,143
BIZ-001643,1970.2,191
BIZ-001644,42124.89,36
BIZ-001645,4953.72,90
BIZ-001646,23236.0,196
BIZ-001647,19551.97,214
BIZ-001648,70936.34,9
BIZ-001649,18422.81,113
BIZ-001650,11002.32,64
BIZ-001651,13271.81,41
BIZ-001652,78659.43,14
BIZ-001653,37657.86,129
BIZ-001654,14978.48,160
BIZ-001655,17388.31,127
BIZ-001656,4595.45,89
BIZ-001657,32483.07,185
BIZ-001658,3790.24,156
BIZ-001659,46713.87,218
BIZ-001660,25049.81,83
BIZ-001661,239654.07,58
BIZ-001662,7330.98,109
BIZ-001663,19877.38,122
BIZ-001664,133024.38,110
BIZ-001665,72503.47,199
BIZ-001666,10979.53,11
BIZ-001667,27555.78,127
BIZ-001668,22070.55,103
BIZ-001669,29200.93,51
BIZ-001670,10952.46,154
BIZ-001671,20144.36,192
BIZ-001672,4455.74,131
BIZ-001673,25213.21,21
BIZ-001674,34545.09,18
BIZ-001675,17545.99,101
BIZ-001676,4380.64,160
BIZ-001677,59191.42,75
BIZ-001678,31714.37,74
BIZ-001679,10657.14,206
BIZ-001680,16637.25,4
BIZ-001681,4911.48,20
BIZ-001682,7899.78,38
BIZ-001683,12864.01,236
BIZ-001684,75238.69,119
BIZ-001685,11620.16,38
BIZ-001686,41781.7,75
BIZ-001687,12857.52,232
BIZ-001688,28224.55,166
BIZ-001689,19122.19,54
BIZ-001690,52736.16,58
BIZ-001691,12902.66,18
BIZ-001692,4570.93,185
BIZ-001693,5530.6,33
BIZ-001694,12940.57,69
BIZ-001695,6316.62,84
BIZ-001696,33196.91,149
BIZ-001697,13824.97,145
BIZ-001698,236713.67,192
BIZ-001699,3874.94,72
BIZ-001700,27001.11,93
BIZ-001701,7129.86,93
BIZ-001702,13448.17,12
BIZ-001703,25372.46,177
BIZ-001704,2153.02,128
BIZ-001705,27912.39,114
BIZ-001706,147695.42,238
BIZ-001707,13996.49,43
BIZ-001708,28561.3,232
BIZ-001709,61385.06,163
BIZ-001710,18695.66,53
BIZ-001711,12320.75,163
BIZ-001712,2262.59,181
BIZ-001713,41814.18,87
BIZ-001714,19669.64,83
BIZ-001715,8000.95,200
BIZ-001716,24999.14,39
BIZ-001717,12287.28,4
BIZ-001718,12985.31,160
BIZ-001719,40388.13,217
BIZ-001720,5776.87,120
BIZ-001721,62775.19,33
BIZ-001722,5444.24,129
BIZ-001723,11353.7,61
BIZ-001724,150684.9,198
BIZ-001725,68006.24,147
BIZ-001726,24284.75,81
BIZ-001727,8599.59,150
BIZ-001728,12974.33,160
BIZ-001729,23701.07,163
BIZ-001730,22868.67,88
BIZ-001731,20113.15,137
BIZ-001732,21357.7,11
BIZ-001733,17776.36,97
BIZ-001734,5208.36,91
BIZ-001735,13140.96,128
BIZ-001736,54974.46,228
BIZ-001737,5606.41,228
BIZ-001738,18223.09,116
BIZ-001739,9703.54,155
BIZ-001740,24620.89,26
BIZ-001741,14933.57,116
BIZ-001742,96509.2,165
BIZ-001743,36555.36,164
BIZ-001744,5932.48,231
BIZ-001745,43097.83,112
BIZ-001746,10151.21,217
BIZ-001747,12369.68,234
BIZ-001748,30146.35,137
BIZ-001749,13470.44,22
BIZ-001750,53790.7,90
BIZ-001751,10152.65,183
BIZ-001752,11861.5,139
BIZ-001753,11425.8,224
BIZ-001754,12510.97,196
BIZ-001755,66117.69,16
BIZ-001756,41307.37,206
BIZ-001757,121776.66,86
BIZ-001758,212701.32,196
BIZ-001759,7857.97,122
BIZ-001760,23633.47,109
BIZ-001761,6794.03,18
BIZ-001762,10121.27,29
BIZ-001763,11730.15,143
BIZ-001764,7652.94,137
BIZ-001765,7693.36,133
BIZ-001766,19067.02,38
BIZ-001767,6524.25,122
BIZ-001768,51130.01,15
BIZ-001769,8797.71,35
BIZ-001770,365700.13,120
BIZ-001771,14025.26,148
BIZ-001772,23671.28,157
BIZ-001773,6030.94,235
BIZ-001774,121308.45,205
BIZ-001775,67474.21,91
BIZ-001776,29641.06,188
BIZ-001777,5728.43,23
BIZ-001778,27191.7,205
BIZ-001779,7176.51,93
BIZ-001780,95068.72,182
BIZ-001781,49473.61,232
BIZ-001782,24232.23,169
BIZ-001783,1926.82,220
BIZ-001784,8238.59,3
BIZ-001785,43816.3,41
BIZ-001786,74078.73,150
BIZ-001787,66780.73,130
BIZ-001788,4482.73,29
BIZ-001789,29778.81,172
BIZ-001790,60810.35,15
BIZ-001791,4195.07,237
BIZ-001792,21853.04,38
BIZ-001793,28964.97,107
BIZ-001794,16305.14,197
BIZ-001795,3455.9,123
BIZ-001796,15903.62,178
BIZ-001797,15878.08,169
BIZ-001798,18994.93,227
BIZ-001799,12538.12,111
BIZ-001800,14143.18,234
BIZ-001801,21169.01,124
BIZ-001802,34284.7,214
BIZ-001803,16245.53,176
BIZ-001804,14623.0,32
BIZ-001805,24157.59,154
BIZ-001806,3226.28,210
BIZ-001807,35491.03,31
BIZ-001808,22014.07,201
BIZ-001809,22918.36,26
BIZ-001810,57568.7,209
BIZ-001811,3124.98,189
BIZ-001812,3059.99,37
BIZ-001813,28963.85,174
BIZ-001814,21870.26,28
BIZ-001815,26112.7,136
BIZ-001816,13875.4,221
BIZ-001817,42802.58,50
BIZ-001818,55973.79,42
BIZ-001819,35738.45,102
BIZ-001820,16969.48,89
BIZ-001821,2676.62,12
BIZ-001822,47535.7,109
BIZ-001823,74736.86,63
BIZ-001824,41963.62,30
BIZ-001825,9139.47,66
BIZ-001826,43208.58,5
BIZ-001827,52079.66,219
BIZ-001828,104696.01,238
BIZ-001829,9171.81,88
BIZ-001830,17562.92,210
BIZ-001831,46503.0,111
BIZ-001832,23328.01,219
BIZ-001833,7206.02,42
BIZ-001834,33343.44,69
BIZ-001835,39287.5,177
BIZ-001836,24051.75,53
BIZ-001837,27435.28,197
BIZ-001838,17005.53,102
BIZ-001839,96594.68,97
BIZ-001840,8949.1,109
BIZ-001841,12242.63,191
BIZ-001842,22269.77,2
BIZ-001843,53048.08,180
BIZ-001844,4927.7,187
BIZ-001845,5941.42,197
BIZ-001846,2870.59,239
BIZ-001847,22758.53,187
BIZ-001848,7198.98,127
BIZ-001849,14994.67,112
BIZ-001850,42675.41,93
BIZ-001851,11596.48,198
BIZ-001852,27758.07,94
BIZ-001853,16328.41,137
BIZ-001854,43136.05,23
BIZ-001855,35423.41,76
BIZ-001856,11026.61,64
BIZ-001857,18608.03,104
BIZ-001858,62551.37,121
BIZ-001859,32642.71,172
BIZ-001860,5448.19,104
BIZ-001861,42430.3,36
